UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,4.5,1,10_intersect,True,169.95647579816867,3.4493540187382137,168.6774768553702,170.325082501213,171.9149339726864
10_intersect_pp,4,4.5,1,10_intersect,False,90.7562675149509,1.8806402641681084,89.14601593236904,91.15553571126947,91.85660357731938
16_large_agg_fp,4,4.5,1,16_large_agg,False,81.07649732571213,3.693089489455512,77.8364194202642,81.63772569539994,83.16060494936795
16_large_agg_np,4,4.5,1,16_large_agg,True,99.11999480029314,1.7185029693839071,98.01486688588386,99.09365648499713,100.57273457624522
17_left_join_np,4,4.5,1,17_left_join,True,108.84841888746845,4.16989668925227,106.34777447488159,108.30139562012994,112.5128737117274
17_left_join_pp,4,4.5,1,17_left_join,False,67.50972402348552,1.2034508337688599,67.08844858432805,67.41577432163886,68.6537966253236
18_merge_join_np,4,4.5,1,18_merge_join,True,59.85452410483124,1.7035040638022925,58.72012635874073,60.159121829570495,60.932033123280966
18_merge_join_pp,4,4.5,1,18_merge_join,False,40.026137899076424,0.9400586146740273,39.50660052657089,39.82420483326378,40.305664093671425
20_nested_loops_np,4,4.5,1,20_nested_loops,True,57.7804396427719,1.359782004769828,57.05633628883328,57.40788313675279,59.01605379388761
20_nested_loops_pp,4,4.5,1,20_nested_loops,False,40.97005812417436,1.2535042852895748,39.965566842343996,40.599165374706125,41.69670068284423
