UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,4.5,9,10_intersect,True,835.6223008354007,2.7370492436595955,833.2201538407656,836.0404731181817,837.5658295235264
10_intersect_pp,4,4.5,9,10_intersect,False,492.2753847287263,1.5509799710611616,490.82077407268866,492.26926709843633,493.61162754353916
16_large_agg_fp,4,4.5,9,16_large_agg,False,366.2610972224796,3.5755004011339886,363.59777787802176,365.2370570770783,368.1229943495678
16_large_agg_np,4,4.5,9,16_large_agg,True,568.3279369725699,2.582562058959599,567.6409980059454,569.4172115520078,570.1826242259502
17_left_join_np,4,4.5,9,17_left_join,True,519.3246136212331,4.126825068248832,515.5978954735965,518.4311667959328,523.1893240300849
17_left_join_pp,4,4.5,9,17_left_join,False,325.5073363503222,1.7938844188853782,324.42951529506763,325.40333759643147,326.1404169531986
18_merge_join_np,4,4.5,9,18_merge_join,True,225.7954214860864,7.565339436781566,219.92044464499034,226.28478032084513,230.00379270107544
18_merge_join_pp,4,4.5,9,18_merge_join,False,108.71842091533578,0.8204896752202688,107.85383242186748,108.82068510154083,109.40514015261877
20_nested_loops_np,4,4.5,9,20_nested_loops,True,237.9619907786311,3.001320123488699,235.79100829721912,238.55101940084307,239.86259118848423
20_nested_loops_pp,4,4.5,9,20_nested_loops,False,108.54746129943058,0.8879529583150751,108.1493039149791,108.7285314975147,108.93793770808095
