UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,3,6.0,6,10_intersect,True,651.5464245031826,6.185399961697386,647.3586435896019,652.4850633551764,654.5198758540287
10_intersect_pp,3,6.0,6,10_intersect,False,361.8947194721512,4.0678896592278315,361.4214462747723,362.1454673836407,363.6966150686585
16_large_agg_fp,3,6.0,6,16_large_agg,False,261.94914722020997,2.431516867839278,260.0194310937077,261.3069093102937,263.9294702971489
16_large_agg_np,3,6.0,6,16_large_agg,True,392.7029645314692,6.01489644537716,389.4066267172907,393.06451024845535,398.13682209292926
17_left_join_np,3,6.0,6,17_left_join,True,416.77281877601297,1.980751389651513,415.44941116003815,417.1382988854333,418.6081904539801
17_left_join_pp,3,6.0,6,17_left_join,False,261.5787342374876,1.5990732973726784,260.5977581677526,261.44354459796523,262.34977769938723
18_merge_join_np,3,6.0,6,18_merge_join,True,177.35886429878937,3.7267435883146187,173.7728408493629,177.08007349071443,180.50847934606173
18_merge_join_pp,3,6.0,6,18_merge_join,False,90.49481815583833,0.853923397116094,89.8604974634951,90.53358673664322,91.00324023887516
20_nested_loops_np,3,6.0,6,20_nested_loops,True,173.5479526774082,2.311056963391097,171.0342140852387,173.68137393429566,175.51290979152475
20_nested_loops_pp,3,6.0,6,20_nested_loops,False,91.64517988334055,0.49436711039513276,91.4934827145214,91.56564340566058,91.62979762219393
