UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,3,6.0,1,10_intersect,True,170.1306913628689,2.100721072272533,168.44934785853167,171.03015183885185,171.7631930099949
10_intersect_pp,3,6.0,1,10_intersect,False,97.02476188287122,0.804058634642435,96.58200023904267,97.02277848869562,97.7724947212264
16_large_agg_fp,3,6.0,1,16_large_agg,False,82.06679084847201,0.8094878797840884,81.48730521943247,82.14287711121142,82.87928514528164
16_large_agg_np,3,6.0,1,16_large_agg,True,105.06274923591344,1.697036220531575,103.84389073960482,104.3800499728357,105.44772619355817
17_left_join_np,3,6.0,1,17_left_join,True,114.6392273219867,1.2439943720080628,113.29909300431608,114.81283604340318,115.244344628416
17_left_join_pp,3,6.0,1,17_left_join,False,73.99992773883123,0.5161063138792197,73.57599101960659,73.7674408189526,74.41267681314378
18_merge_join_np,3,6.0,1,18_merge_join,True,60.88706984216675,1.7203512800324627,59.87701225280762,61.079270754009485,61.91572825917693
18_merge_join_pp,3,6.0,1,18_merge_join,False,40.915244832444756,0.4662003190845652,40.90969235771874,41.06986920721829,41.1343831717968
20_nested_loops_np,3,6.0,1,20_nested_loops,True,60.94092671937396,0.8470030074508282,60.32112559024245,60.752459005112854,61.63727629960429
20_nested_loops_pp,3,6.0,1,20_nested_loops,False,40.92186177988216,0.36151625478913185,40.81437203016118,41.000746658071876,41.153069681487985
