UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,5,4.5,3,10_intersect,True,394.1946739554405,5.609687099611824,389.93482072558254,393.76078460738063,397.68888672441244
10_intersect_pp,5,4.5,3,10_intersect,False,204.41589186787604,1.512243530054794,203.31545377336445,205.0466498117894,205.31468454189599
16_large_agg_fp,5,4.5,3,16_large_agg,False,180.90039582177997,1.1239576767742778,180.5820350488648,180.83362374641,181.69615556020287
16_large_agg_np,5,4.5,3,16_large_agg,True,245.10246524065732,1.7929787931339178,244.27910172659904,245.02230890095237,246.0703772325069
17_left_join_np,5,4.5,3,17_left_join,True,254.39330775216223,1.532050103478998,254.11477730236948,254.44412548467517,255.21458030398935
17_left_join_pp,5,4.5,3,17_left_join,False,150.55295373238624,1.1082482448920157,149.8391027757898,150.54568120092154,151.6835421724245
18_merge_join_np,5,4.5,3,18_merge_join,True,114.57703207172453,2.6758515786872836,112.8060697382316,114.3585118483752,115.10258069075644
18_merge_join_pp,5,4.5,3,18_merge_join,False,61.46317710317671,0.6735457913553388,60.91284916549921,61.4252399392426,62.130239366553724
20_nested_loops_np,5,4.5,3,20_nested_loops,True,113.28156870268285,1.2190174259442994,112.32365671452135,113.5850627757609,114.21224435046315
20_nested_loops_pp,5,4.5,3,20_nested_loops,False,61.848182341456415,0.5625644291539856,61.5505054788664,61.983246544376016,62.255724027752876
