UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,3,4.5,1,10_intersect,True,164.6781644506736,1.2132131652037728,164.17750971866536,164.9159360214673,165.63283315612506
10_intersect_pp,3,4.5,1,10_intersect,False,93.58613542733988,0.985697410795132,93.05370730907532,93.24410943686962,94.28738131949827
16_large_agg_fp,3,4.5,1,16_large_agg,False,81.12725294003965,0.7827460204290635,80.74272291181258,81.27120390543105,81.74342099590369
16_large_agg_np,3,4.5,1,16_large_agg,True,101.2545907672318,1.3215243876762717,100.64603104123744,101.19226506427296,102.44184039281048
17_left_join_np,3,4.5,1,17_left_join,True,113.30167976974337,0.6262222985311755,112.76346234784754,113.05415725510494,113.82604474790755
17_left_join_pp,3,4.5,1,17_left_join,False,71.47500388874731,0.23985218626537066,71.28958967100867,71.50155479647219,71.62243149902989
18_merge_join_np,3,4.5,1,18_merge_join,True,60.46035640347611,0.6754965524768531,60.13973820941733,60.49090629629791,61.036012754108214
18_merge_join_pp,3,4.5,1,18_merge_join,False,39.686536556123755,1.1321328350517768,39.09673482408806,39.73127236367311,40.21452564839274
20_nested_loops_np,3,4.5,1,20_nested_loops,True,60.12283990232947,0.7152729517903567,59.64332303283776,59.99431003655934,60.59852956557017
20_nested_loops_pp,3,4.5,1,20_nested_loops,False,40.41525838906685,0.5066149694575411,40.314517219477565,40.525834489667844,40.719237198121846
