UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,5,6.0,6,10_intersect,True,456.19983543624073,11.126257469639748,449.66249672136246,453.7403733788227,459.70144318652945
10_intersect_pp,5,6.0,6,10_intersect,False,295.5811248095665,3.7434198260988985,292.9718970537972,293.85431395098567,297.57534220917927
16_large_agg_fp,5,6.0,6,16_large_agg,False,306.8607802750265,0.9046986705561332,306.16581359944735,306.7586395705708,307.5031814324706
16_large_agg_np,5,6.0,6,16_large_agg,True,419.5091435530454,2.0521392749496545,418.4049410437819,419.92296516169046,421.05181299483945
17_left_join_np,5,6.0,6,17_left_join,True,420.8997144304835,10.503838850033647,414.1817966233939,416.4776372788063,423.6885327897644
17_left_join_pp,5,6.0,6,17_left_join,False,245.7683890801361,6.134866386926565,243.4420504849404,244.29055439141075,249.40252214365154
18_merge_join_np,5,6.0,6,18_merge_join,True,185.4780955952119,2.0161904000573863,184.27241628143773,185.35921292379493,186.29965724550343
18_merge_join_pp,5,6.0,6,18_merge_join,False,88.88445781544114,4.403497235460659,88.65737032729642,90.94800444365929,91.64343512803315
20_nested_loops_np,5,6.0,6,20_nested_loops,True,184.57378057876596,1.6592151115603853,183.5324805838752,184.44121945649385,185.5113310161978
20_nested_loops_pp,5,6.0,6,20_nested_loops,False,92.5217224471777,2.7693627990727805,91.5000580418855,91.75546551682055,92.71238641734003
