UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,5,3.0,6,10_intersect,True,472.525851035874,4.288067462323251,469.80491909721314,473.07078613464284,475.3007267867648
10_intersect_pp,5,3.0,6,10_intersect,False,291.3313056675221,4.661473754568655,288.7931394717807,291.38672593422234,294.95435387115856
16_large_agg_fp,5,3.0,6,16_large_agg,False,292.80459417183386,2.638593794546649,291.38521426382613,292.99736679531634,294.0875095517148
16_large_agg_np,5,3.0,6,16_large_agg,True,410.5188107014868,3.931940916817218,407.560397898285,409.43900409154594,412.6982228625565
17_left_join_np,5,3.0,6,17_left_join,True,411.5392917591877,8.947632249182506,403.22523710504174,411.9454859125295,419.3157800333575
17_left_join_pp,5,3.0,6,17_left_join,False,263.2925659195273,1.2319457278947132,262.4144736173814,262.92433190718293,263.77462014450555
18_merge_join_np,5,3.0,6,18_merge_join,True,180.1989467412974,2.4031584547226816,178.3705746298656,179.22050405666232,182.1181671010077
18_merge_join_pp,5,3.0,6,18_merge_join,False,88.47590091637366,1.0298841119252387,88.09977941322194,88.88423815742135,89.1575263440609
20_nested_loops_np,5,3.0,6,20_nested_loops,True,178.94163229246615,2.4451079587337867,177.06922410338973,177.92525405064225,180.47259278781706
20_nested_loops_pp,5,3.0,6,20_nested_loops,False,90.1494102199398,0.9902748703612849,89.70444835536182,90.04995629756465,91.08041149880121
