UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,5,3.0,9,10_intersect,True,653.8583504088223,8.245997993780788,648.4472639057785,653.6051214579493,658.5111401956528
10_intersect_pp,5,3.0,9,10_intersect,False,348.24350540824236,10.144375920261892,347.1636738087982,349.55698010511696,352.01098548434675
16_large_agg_fp,5,3.0,9,16_large_agg,False,401.67187517657874,4.045170847082195,398.80403018556535,400.7865087836981,405.1824417887256
16_large_agg_np,5,3.0,9,16_large_agg,True,577.9095146164298,5.351326660322793,572.8691369155422,576.5756495855749,582.7542993007228
17_left_join_np,5,3.0,9,17_left_join,True,508.75576800282647,6.499364969351277,505.5497350477359,506.2071247175336,509.7935743980782
17_left_join_pp,5,3.0,9,17_left_join,False,322.20948615340876,13.134311560893511,315.2509604093748,316.23262502998114,321.57735549625136
18_merge_join_np,5,3.0,9,18_merge_join,True,248.24688426380573,3.5460242979241965,247.38547552470118,248.507684500888,249.0363704425269
18_merge_join_pp,5,3.0,9,18_merge_join,False,117.06008131229149,0.571607155620612,116.98586482270173,117.29576701114163,117.4180647544563
20_nested_loops_np,5,3.0,9,20_nested_loops,True,242.74908338169192,1.8218148169672912,241.60442149359733,242.32449800533007,243.2989393447171
20_nested_loops_pp,5,3.0,9,20_nested_loops,False,118.99516096417986,0.6362562509302433,118.49234897270799,119.07920790969663,119.50820497236003
