UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,3.0,3,10_intersect,True,628.7549052461275,9.791267943984526,626.8137074383169,627.1159071385638,628.2396271460577
10_intersect_pp,4,3.0,3,10_intersect,False,102.1235950939456,2.1567311440561183,100.17026231013762,102.51936498915664,103.2365420724755
16_large_agg_fp,4,3.0,3,16_large_agg,False,90.49730508223135,0.7276043741708765,89.68134888754832,90.55782263734298,91.19910330094297
16_large_agg_np,4,3.0,3,16_large_agg,True,172.12619297999942,2.5665146019999883,170.93996791671492,172.0556905173633,173.074778277265
17_left_join_np,4,3.0,3,17_left_join,True,339.7594754399438,3.9769153180876198,336.4226076015065,339.25698790821497,343.4204833437094
17_left_join_pp,4,3.0,3,17_left_join,False,137.08750276076853,2.457532782474567,135.35268880005987,136.03168933665984,139.36995822313517
18_merge_join_np,4,3.0,3,18_merge_join,True,115.24655214093914,19.71566727000801,101.35313257337022,109.70759643662048,122.85985153768642
18_merge_join_pp,4,3.0,3,18_merge_join,False,14.294778294849774,0.282842956950492,14.159576098525548,14.319132535158706,14.465687989296097
20_nested_loops_np,4,3.0,3,20_nested_loops,True,94.60320878415116,0.9336004490015369,93.70458147820639,94.94944031781017,95.29676788549602
20_nested_loops_pp,4,3.0,3,20_nested_loops,False,14.587747021364184,0.3239277375130566,14.332029481487059,14.44326653859109,14.896479763371742
