baza_danych,RK,PC,RD,UDF,etykieta
postgresql,5,1,3.0,20_nested_loops,0.35275691961603584
postgresql,5,1,3.0,10_intersect,0.17940585501192274
postgresql,5,1,4.5,18_merge_join,0.33691128062094894
postgresql,5,1,4.5,16_large_agg,0.16573868974268424
postgresql,5,1,4.5,17_left_join,0.2916666727264585
postgresql,5,1,4.5,20_nested_loops,0.3601830961385935
postgresql,5,1,4.5,10_intersect,0.1927560986290163
postgresql,5,1,6.0,18_merge_join,0.3543138961461704
postgresql,5,1,6.0,16_large_agg,0.13168474704591665
postgresql,5,1,6.0,17_left_join,0.258412023523137
postgresql,5,1,6.0,20_nested_loops,0.37589090785819573
postgresql,5,1,6.0,10_intersect,0.19577812670837402
postgresql,5,3,3.0,18_merge_join,0.18515608955995813
postgresql,5,3,3.0,16_large_agg,0.06387199857567226
postgresql,5,3,3.0,17_left_join,0.20361898492928254
postgresql,5,3,3.0,20_nested_loops,0.18603404362083104
postgresql,5,3,3.0,10_intersect,0.10950501396916026
postgresql,5,3,4.5,18_merge_join,0.19260855140603214
postgresql,5,3,4.5,16_large_agg,0.07655343773283538
postgresql,5,3,4.5,17_left_join,0.21201579363918585
postgresql,5,3,4.5,20_nested_loops,0.19138247429694955
postgresql,5,3,4.5,10_intersect,0.0954697218526935
postgresql,5,3,6.0,18_merge_join,0.1828564068840241
postgresql,5,3,6.0,16_large_agg,0.060086249086568747
postgresql,5,3,6.0,17_left_join,0.19596604627123848
postgresql,5,3,6.0,20_nested_loops,0.186467379703965
postgresql,5,3,6.0,10_intersect,0.11183750036348478
postgresql,5,6,3.0,18_merge_join,0.12548568906246102
postgresql,5,6,3.0,16_large_agg,0.04170681723517136
postgresql,5,6,3.0,17_left_join,0.18155308244357934
postgresql,5,6,3.0,20_nested_loops,0.13412867569210934
postgresql,5,6,3.0,10_intersect,0.09016128912040243
postgresql,5,6,4.5,18_merge_join,0.13649438886599805
postgresql,5,6,4.5,16_large_agg,0.0399984841514072
postgresql,5,6,4.5,17_left_join,0.1744414514276406
postgresql,5,6,4.5,20_nested_loops,0.14408633465813908
postgresql,5,6,4.5,10_intersect,0.08598556119499305
postgresql,5,6,6.0,18_merge_join,0.13098628066252824
postgresql,5,6,6.0,16_large_agg,0.04583634082309435
postgresql,5,6,6.0,17_left_join,0.17764447866243036
postgresql,5,6,6.0,20_nested_loops,0.1390945473536973
postgresql,5,6,6.0,10_intersect,0.09231118376798873
postgresql,5,9,3.0,18_merge_join,0.10472915785884414
postgresql,5,9,3.0,16_large_agg,0.03520195856367988
postgresql,5,9,3.0,17_left_join,0.17286224794292251
postgresql,5,9,3.0,20_nested_loops,0.11854680083774315
postgresql,5,9,3.0,10_intersect,0.13853248356202352
postgresql,5,9,4.5,18_merge_join,0.12340278634850628
postgresql,5,9,4.5,16_large_agg,0.03049551967621589
postgresql,5,9,4.5,17_left_join,0.18423510576631325
postgresql,5,9,4.5,20_nested_loops,0.11650183159589782
postgresql,5,9,4.5,10_intersect,0.08926236223029853
postgresql,5,9,6.0,18_merge_join,0.09795356638999547
postgresql,5,9,6.0,16_large_agg,0.033672038618951836
postgresql,5,9,6.0,17_left_join,0.1826120356858194
postgresql,5,9,6.0,20_nested_loops,0.11349992757017169
postgresql,5,9,6.0,10_intersect,0.07687178759834136
