UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,4.5,3,10_intersect,True,595.1708427776991,8.679661095634968,588.879925014686,592.6266591886188,598.1421858086239
10_intersect_pp,4,4.5,3,10_intersect,False,96.57229710927326,2.2683311036926677,95.64818443553384,97.0198136129128,98.08993525904236
16_large_agg_fp,4,4.5,3,16_large_agg,False,89.1421783180565,0.9227915627946927,88.60334334806026,89.07335327424869,89.70996930293367
16_large_agg_np,4,4.5,3,16_large_agg,True,168.3617662719929,2.122016727441369,166.97181224202808,168.0894152609132,169.50155857671052
17_left_join_np,4,4.5,3,17_left_join,True,335.44278368737673,4.487538669650043,330.8374306703787,335.4363782626716,338.73868359347193
17_left_join_pp,4,4.5,3,17_left_join,False,135.63059416803873,2.5563412709218016,134.41631569462012,135.36588681861758,137.82181064082866
18_merge_join_np,4,4.5,3,18_merge_join,True,97.1930043423725,2.911589646435555,94.90764554645298,97.12754163767764,99.59188761275941
18_merge_join_pp,4,4.5,3,18_merge_join,False,13.437609825591949,0.6022841293957745,13.103144702501597,13.446659952727337,13.878419557856736
20_nested_loops_np,4,4.5,3,20_nested_loops,True,93.08892172774866,1.3508561534317463,91.98101600806619,92.79258822719692,94.11492784349515
20_nested_loops_pp,4,4.5,3,20_nested_loops,False,14.333759012652445,0.27848264197771794,14.14549640018377,14.202259368534557,14.45225146281032
