UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,4.5,6,10_intersect,True,779.3425482411325,17.013338364508197,775.3861920135265,780.9891766643323,787.4286515554413
10_intersect_pp,4,4.5,6,10_intersect,False,117.42385159864213,4.973329116448344,113.95876625552773,118.26129572139942,121.79935531230538
16_large_agg_fp,4,4.5,6,16_large_agg,False,160.54094371305052,6.047130896985223,155.5534180710291,158.11792823299766,164.83225284187333
16_large_agg_np,4,4.5,6,16_large_agg,True,329.26105656524226,3.2999213753359986,327.68895246639136,328.0381492501565,328.93573424346795
17_left_join_np,4,4.5,6,17_left_join,True,494.29745601519437,7.848022553187587,489.2386303367093,493.17556335689846,500.47005706439865
17_left_join_pp,4,4.5,6,17_left_join,False,147.72516563591915,5.67221909247428,143.8312901314348,146.295240716467,150.02814065835383
18_merge_join_np,4,4.5,6,18_merge_join,True,177.11201664784397,6.056457838965971,171.76552962884307,175.47893293943633,182.81726078786596
18_merge_join_pp,4,4.5,6,18_merge_join,False,23.38586375699127,3.7353822306179065,20.65310161933303,22.590454718742105,26.380286255932795
20_nested_loops_np,4,4.5,6,20_nested_loops,True,171.38948727129966,5.73706261924979,166.5579456668347,169.45889559671633,175.31541602298316
20_nested_loops_pp,4,4.5,6,20_nested_loops,False,26.05718701099238,3.9548703081068983,21.88680896628648,27.105851069271555,29.1526743035877
