UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,6.0,1,10_intersect,True,146.5014998390347,1.9671977779898524,145.42255071508347,145.74485667670348,147.74320664478103
10_intersect_pp,4,6.0,1,10_intersect,False,27.13467756088687,0.48796901772647866,26.80584444389978,27.17537518476632,27.459175377384867
16_large_agg_fp,4,6.0,1,16_large_agg,False,29.96509902309474,0.962402770421505,29.63221875119402,30.030132946695897,30.55541819384184
16_large_agg_np,4,6.0,1,16_large_agg,True,57.11804940778491,2.067973484230022,55.194428353208906,56.656391361485824,58.30752822295496
17_left_join_np,4,6.0,1,17_left_join,True,98.96461007828282,2.0524389138231753,97.59263999954827,98.73663458160183,100.917816999145
17_left_join_pp,4,6.0,1,17_left_join,False,31.944103736067895,0.7429677309752668,31.353836912490017,31.721510022277954,32.45996508573353
18_merge_join_np,4,6.0,1,18_merge_join,True,40.05058375572115,0.3408886298314526,39.77285370696336,39.94854269155944,40.329367884367
18_merge_join_pp,4,6.0,1,18_merge_join,False,6.367533145865153,0.3370411268520352,6.0699167410334445,6.2975526903469685,6.604911085650907
20_nested_loops_np,4,6.0,1,20_nested_loops,True,39.816422544932266,1.9026474670119078,38.26564620760137,40.485302091481316,41.37711634584943
20_nested_loops_pp,4,6.0,1,20_nested_loops,False,6.479696956161014,0.2654700212695146,6.28197359820923,6.463648561484401,6.570573982782662
