UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,3,4.5,1,10_intersect,True,146.2774319539694,1.6542697490200082,145.3266724650748,146.00427397262672,146.7566815475002
10_intersect_pp,3,4.5,1,10_intersect,False,31.865417148780978,0.9926904745996443,30.918931713793427,32.10278494656086,32.82413156144321
16_large_agg_fp,3,4.5,1,16_large_agg,False,30.588860375520582,1.0780453560854295,29.767144232988358,30.68501219060272,31.580505410568403
16_large_agg_np,3,4.5,1,16_large_agg,True,60.05826654890552,1.4522059756259358,58.75764474086464,60.07078178972006,60.99257608689367
17_left_join_np,3,4.5,1,17_left_join,True,99.7391703560873,2.5601624053923078,97.69673544447869,99.73423461668902,101.0375068988651
17_left_join_pp,3,4.5,1,17_left_join,False,39.4404175323934,0.5385312852325748,39.1567275298964,39.37858582101762,39.79058847296983
18_merge_join_np,3,4.5,1,18_merge_join,True,39.30727008324342,0.7509195081349781,38.63559135328978,39.30781814828516,39.851205842834744
18_merge_join_pp,3,4.5,1,18_merge_join,False,6.468154152360895,0.5184204402848401,6.024225700646639,6.377461547031999,7.002917026577817
20_nested_loops_np,3,4.5,1,20_nested_loops,True,40.76687229517847,2.423272108138395,38.71618996327744,40.832161920145154,42.50367172295228
20_nested_loops_pp,3,4.5,1,20_nested_loops,False,6.261666378552739,0.4067698255452979,6.032796715870644,6.165970841422677,6.563168210908771
