UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,5,6.0,6,10_intersect,True,797.9774784121432,87.48990452551254,751.0031342953444,766.4567949389717,826.7274376040008
10_intersect_pp,5,6.0,6,10_intersect,False,126.53243671357961,16.39948366569002,113.21026878443789,120.71902551222884,137.4126640467745
16_large_agg_fp,5,6.0,6,16_large_agg,False,159.40609922764907,4.628727267422721,155.14033008509185,157.50270359207315,163.31479695437744
16_large_agg_np,5,6.0,6,16_large_agg,True,328.17582270754855,4.748725251440435,325.01943785815877,326.97696681347594,328.88208303250127
17_left_join_np,5,6.0,6,17_left_join,True,536.5757929480724,71.9225049441919,485.794257284142,520.75816048567,599.6735008452924
17_left_join_pp,5,6.0,6,17_left_join,False,139.3438125815776,8.613746004435951,133.00424907945583,133.61866963654757,147.06186428985785
18_merge_join_np,5,6.0,6,18_merge_join,True,172.9227304971576,3.185043988039944,171.05134146567434,172.25765538048736,175.87514852204865
18_merge_join_pp,5,6.0,6,18_merge_join,False,23.192568564178536,1.8248290359025177,21.667995345334905,23.02207086235285,24.291544815710232
20_nested_loops_np,5,6.0,6,20_nested_loops,True,172.85733344608175,5.414180557018853,168.42025449499488,172.3842052892342,177.353401487298
20_nested_loops_pp,5,6.0,6,20_nested_loops,False,34.74339737223268,2.15594222860762,33.626950923959726,33.97139219939709,35.056838381971644
