UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,3,6.0,9,10_intersect,True,1195.2053657940455,49.08533677577275,1166.8005917333066,1185.366113256663,1208.568098712713
10_intersect_pp,3,6.0,9,10_intersect,False,185.0895710563233,4.772505763686324,181.432161334699,182.51009057863,187.9711427920745
16_large_agg_fp,3,6.0,9,16_large_agg,False,246.2452690064745,4.795114654796103,242.66983296044225,243.196369091835,249.2247731953197
16_large_agg_np,3,6.0,9,16_large_agg,True,525.9197962428772,8.287288533021814,519.901241582541,521.993784652441,531.4717602694392
17_left_join_np,3,6.0,9,17_left_join,True,757.1462304919968,19.356630631664977,741.9990030132874,748.9227207708445,770.8968346281404
17_left_join_pp,3,6.0,9,17_left_join,False,241.2749957648132,13.562690751316541,231.50678957011536,233.071445286943,251.83904856596098
18_merge_join_np,3,6.0,9,18_merge_join,True,268.3079444203459,6.660845210455346,260.850292455405,272.0259287210251,274.3021726509593
18_merge_join_pp,3,6.0,9,18_merge_join,False,59.55329974521097,6.667905106090516,54.44094055518508,63.78077005443628,64.13650269936366
20_nested_loops_np,3,6.0,9,20_nested_loops,True,279.980882623063,3.751678481519279,277.1305221172737,278.31845628097653,282.60734910898884
20_nested_loops_pp,3,6.0,9,20_nested_loops,False,54.845217994240656,5.17540191958473,49.51080042310059,56.35564467984448,58.71177429246701
