UDF,RK,PC,RD,mean,std,q1,median,q3
10_intersect_np,3,3.0,3,461.93807154378845,6.068863225276999,457.165924890342,460.5323913736245,467.6053794035673
10_intersect_pp,3,3.0,3,93.3168797821404,2.956655516433883,90.83164027132649,92.99151367924048,94.78874772765433
10_intersect_np,3,4.5,3,450.5228894919316,5.997604456597995,445.37403563129584,452.12241791593624,455.3335212367201
10_intersect_pp,3,4.5,3,91.42919239531784,2.6007607458151814,88.74586507661729,91.42891116077348,92.70329504967515
10_intersect_np,3,6.0,3,429.1651737100065,9.444587839676691,423.7769337925778,430.5699033650877,436.1130166126193
10_intersect_pp,3,6.0,3,89.11101789063869,4.951920502470833,84.9510707981868,89.17179200522989,93.18441749876366
10_intersect_np,4,3.0,3,628.7549052461275,9.791267943984526,626.8137074383169,627.1159071385638,628.2396271460577
10_intersect_pp,4,3.0,3,102.1235950939456,2.1567311440561183,100.17026231013762,102.51936498915664,103.2365420724755
10_intersect_np,4,4.5,3,595.1708427776991,8.679661095634968,588.879925014686,592.6266591886188,598.1421858086239
10_intersect_pp,4,4.5,3,96.57229710927326,2.2683311036926677,95.64818443553384,97.0198136129128,98.08993525904236
10_intersect_np,4,6.0,3,619.7667864845412,5.3766681677451595,617.6262791462243,620.1706316906971,623.6262414745837
10_intersect_pp,4,6.0,3,86.87763993180148,1.7865896093151905,85.62452741793493,86.27381059124144,87.6315517884027
10_intersect_np,5,3.0,3,529.2216828349502,62.99934161536536,493.4745183401203,523.995656993946,573.5748209562155
10_intersect_pp,5,3.0,3,92.97713698069656,7.218697982870003,88.4273880096912,93.9783375672996,99.48412825643715
10_intersect_np,5,4.5,3,533.0865436435404,16.66940534517132,519.310784878562,526.202311687172,551.045285313679
10_intersect_pp,5,4.5,3,91.25676226451628,6.961781271240132,87.49798287603,89.546817774105,97.98412825643649
10_intersect_np,5,6.0,3,582.3831801491632,103.6888209649555,518.300151886458,537.5885135270655,582.63541068225
10_intersect_pp,5,6.0,3,88.45575231781531,7.263701875035899,83.39990785375305,88.2895323047303,93.33092111138953
