UDF,RK,PC,RD,mean,std,q1,median,q3
17_left_join_np,5,3.0,1,123.92126519992841,0.554965194182031,123.4932747334242,123.77463281527162,124.43214501538232
17_left_join_pp,5,3.0,1,33.38179388118383,1.3182591650343949,32.32085931673646,33.911152660731155,34.52520915865898
17_left_join_np,5,3.0,3,322.3307426397396,2.1142997509644075,320.8092044328402,321.1974585163945,324.5289724469185
17_left_join_pp,5,3.0,3,65.63265862780558,1.0992326143340694,64.85799718498379,65.4727817364037,66.44789632037282
17_left_join_np,5,3.0,6,624.4635369259687,2.7575372500717714,622.7627573758364,625.4291125347227,626.4172922335565
17_left_join_pp,5,3.0,6,113.37328000252955,1.0574126858243857,112.84094458161202,113.5264129355337,113.80367703486765
17_left_join_np,5,3.0,9,942.3163532537817,12.045612453418215,933.8214717015172,940.8731820256196,951.4391234247272
17_left_join_pp,5,3.0,9,162.89092309682576,4.216899717575444,157.93770213481704,164.2250749367218,166.74762528900004
17_left_join_np,5,4.5,1,123.74883149481418,1.0418225752359496,123.24437802034036,124.16819750579744,124.35572387621647
17_left_join_pp,5,4.5,1,36.093409935879635,1.0941040248087304,35.003449675951224,36.28284203341308,36.90675865909693
17_left_join_np,5,4.5,3,310.88843717726286,7.083528019699595,305.948211216791,309.1662806123004,317.41917322680206
17_left_join_pp,5,4.5,3,65.91325874138356,1.2855934577976988,65.25164219569108,65.94846032558549,66.94233166841738
17_left_join_np,5,4.5,6,639.5294525546964,8.401240262246752,633.8962014488388,640.3562708017378,644.8531363904962
17_left_join_pp,5,4.5,6,111.56044593436565,3.186802422134354,109.2181554385204,111.269338164733,113.88614867050984
17_left_join_np,5,4.5,9,927.9774802395584,18.726713395276512,918.8031858647712,930.5226062324848,945.2035597938224
17_left_join_pp,5,4.5,9,170.9660292206919,4.5660744560700754,166.88904797302752,169.76221080444446,176.25552834730706
17_left_join_np,5,6.0,1,126.22423415339982,2.113820612585568,125.01082876518493,126.55371013452678,128.1770830881301
17_left_join_pp,5,6.0,1,32.61785976523831,0.6159757262196979,31.937902452131137,32.66856967502788,33.02976742759347
17_left_join_np,5,6.0,3,331.16839511467685,2.5739047706619376,329.4501971156719,330.9210747463807,334.0047963524353
17_left_join_pp,5,6.0,3,64.89776104061455,1.1834931109573605,64.16903427224051,65.24015838652849,65.36776915434307
17_left_join_np,5,6.0,6,647.6649088037011,15.230570092210915,633.5311228204096,640.7585550112535,664.1225409362798
17_left_join_pp,5,6.0,6,115.05409507238399,1.5620980655928687,113.80452770367263,115.2246932664182,115.34483569215168
17_left_join_np,5,6.0,9,892.6094400768429,17.38229417865657,880.1079150263412,881.7311532718034,907.596484725893
17_left_join_pp,5,6.0,9,163.00122692481173,2.6506358665065264,162.0188634935032,163.34241145488966,165.29070312659928
