UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,5,4.5,1,10_intersect,True,192.1955256524979,3.2638654875464432,188.1028730869142,192.881097022444,194.72690909485544
10_intersect_pp,5,4.5,1,10_intersect,False,37.04685969872852,1.7694416653286964,36.94508326557948,37.09665645700965,38.039395444203706
16_large_agg_fp,5,4.5,1,16_large_agg,False,14.066797820543089,0.5149280654132105,13.62288070336995,14.125594762657148,14.467737541240885
16_large_agg_np,5,4.5,1,16_large_agg,True,84.87334998474007,2.2705700852165873,83.67106533509222,84.28205236160122,85.44139953017421
17_left_join_np,5,4.5,1,17_left_join,True,123.74883149481418,1.0418225752359496,123.24437802034036,124.16819750579744,124.35572387621647
17_left_join_pp,5,4.5,1,17_left_join,False,36.093409935879635,1.0941040248087304,35.003449675951224,36.28284203341308,36.90675865909693
18_merge_join_np,5,4.5,1,18_merge_join,True,55.121181284390474,1.1720201383463982,54.04481531276098,55.01152724527698,55.5365680186831
18_merge_join_pp,5,4.5,1,18_merge_join,False,18.570947775863477,0.7654267340620524,17.937839842321914,18.85666144423343,19.223360374569893
20_nested_loops_np,5,4.5,1,20_nested_loops,True,56.90388869547266,1.289007802946584,56.33128979471862,57.01189015433192,57.61281106242767
20_nested_loops_pp,5,4.5,1,20_nested_loops,False,20.495818812661252,0.733882910342473,19.83531842380762,20.48806277216501,21.021938171753607
