UDF,RK,PC,RD,mean,std,q1,median,q3
16_large_agg_fp,5,3.0,1,14.741217613894662,0.25584147320730455,14.515677858207871,14.677143624744648,14.874245192855597
16_large_agg_np,5,3.0,1,87.01458149087755,1.3107662288191517,86.07434687763453,86.43391180815149,87.71295350416294
16_large_agg_fp,5,3.0,3,14.115047427803718,1.4559050201755577,12.757748506963251,14.123575137869702,15.145653114786356
16_large_agg_np,5,3.0,3,220.98960017793928,0.9097986799379154,220.3282442261932,220.86710967322367,221.3123755790293
16_large_agg_fp,5,3.0,6,17.747072903562284,1.1408447130190527,17.377644126784602,17.75571627580754,18.471544232219458
16_large_agg_np,5,3.0,6,425.519713084128,1.4161940358270082,425.0485849753022,425.5586936931714,426.284960017965
16_large_agg_fp,5,3.0,9,22.69959295422619,0.5440432782352935,22.316671244234776,22.408365424021937,23.06070084497333
16_large_agg_np,5,3.0,9,644.8389203448133,6.234262717245236,641.5738720478928,645.9164157509896,649.665757777724
16_large_agg_fp,5,4.5,1,14.066797820543089,0.5149280654132105,13.62288070336995,14.125594762657148,14.467737541240885
16_large_agg_np,5,4.5,1,84.87334998474007,2.2705700852165873,83.67106533509222,84.28205236160122,85.44139953017421
16_large_agg_fp,5,4.5,3,17.409302180296837,0.45395387290984524,17.12930751219392,17.355015609110065,17.692050868510204
16_large_agg_np,5,4.5,3,227.41372165484896,7.360789364491402,220.648897672368,224.52909563760696,232.86452248616973
16_large_agg_fp,5,4.5,6,17.861843320012227,0.2995910418250092,17.6409591609332,17.91354587831598,18.117775106609685
16_large_agg_np,5,4.5,6,446.5630060479135,7.518324306310733,442.0469663312506,445.0397576887335,451.50440460657217
16_large_agg_fp,5,4.5,9,19.756923435168098,1.0134983673663716,19.391670067461163,20.21194125337829,20.219986983677828
16_large_agg_np,5,4.5,9,647.863149896637,5.225266061823113,643.6937628442782,646.3959298497851,654.0001965915234
16_large_agg_fp,5,6.0,1,10.950757197050958,0.4132437582533598,10.66975513100624,10.87820297389666,11.034810160832006
16_large_agg_np,5,6.0,1,83.15888850234553,0.7618541449735214,82.45632601867406,83.11043648467582,83.31185706625845
16_large_agg_fp,5,6.0,3,13.188704877997266,0.8085041846308689,12.714205200041484,12.965856034308672,13.61759808830288
16_large_agg_np,5,6.0,3,219.4962254840663,2.049759475258451,217.89592969207297,218.90145574167383,220.22000657394528
16_large_agg_fp,5,6.0,6,19.20152515485952,0.923048618774441,18.65969830006361,18.78108519291125,19.15145386983592
16_large_agg_np,5,6.0,6,418.9148786760254,8.882652867480326,409.6868356971245,425.15827782452106,427.14672340678936
16_large_agg_fp,5,6.0,9,22.202184060453,0.5616584485036002,22.000497813138743,22.339365747415822,22.510968398823213
16_large_agg_np,5,6.0,9,659.3656033631659,12.290699901480117,651.7126974605858,660.036032653136,668.5879193992743
