UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,3,6.0,1,10_intersect,True,170.47212067861292,2.585057737097028,168.00520420074463,169.5751475062633,172.47312329634715
10_intersect_pp,3,6.0,1,10_intersect,False,35.70273511050987,1.5258737321793,34.28700028604814,35.6284937166234,37.4614768577274
16_large_agg_fp,3,6.0,1,16_large_agg,False,11.989561070507248,0.6754746870970283,11.430184327065945,11.896241778704578,12.41844433041352
16_large_agg_np,3,6.0,1,16_large_agg,True,72.07628720286824,1.0517341792041084,71.10672563798605,72.23791431263089,72.94783398948744
17_left_join_np,3,6.0,1,17_left_join,True,104.66449943152729,2.8022261307362384,101.76854894436867,104.86457721971418,106.91665783151984
17_left_join_pp,3,6.0,1,17_left_join,False,31.64429898979868,0.8043229241401731,31.46858973997238,31.544394557123763,32.44363040532006
18_merge_join_np,3,6.0,1,18_merge_join,True,50.33491616516949,1.562895597136562,48.97115755498626,49.3125992118467,51.90676951408386
18_merge_join_pp,3,6.0,1,18_merge_join,False,17.806856039033413,1.084012667658088,17.11468424146,17.76459328759665,18.5541985668242
20_nested_loops_np,3,6.0,1,20_nested_loops,True,49.32081402756645,1.300884533661289,48.33210761765725,49.819839016215006,50.32112303046075
20_nested_loops_pp,3,6.0,1,20_nested_loops,False,18.18648033321193,0.5841897681386492,18.074827327557543,18.235844900129887,18.534308465434503
