UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,5,6.0,6,10_intersect,True,958.5347556021801,31.14107367370581,937.5867413421752,940.69734953759,992.1025421395898
10_intersect_pp,5,6.0,6,10_intersect,False,88.48347797239701,2.083883398940993,86.79883722079742,88.12562944294541,90.20391700789332
16_large_agg_fp,5,6.0,6,16_large_agg,False,19.20152515485952,0.923048618774441,18.65969830006361,18.78108519291125,19.15145386983592
16_large_agg_np,5,6.0,6,16_large_agg,True,418.9148786760254,8.882652867480326,409.6868356971245,425.15827782452106,427.14672340678936
17_left_join_np,5,6.0,6,17_left_join,True,647.6649088037011,15.230570092210915,633.5311228204096,640.7585550112535,664.1225409362798
17_left_join_pp,5,6.0,6,17_left_join,False,115.05409507238399,1.5620980655928687,113.80452770367263,115.2246932664182,115.34483569215168
18_merge_join_np,5,6.0,6,18_merge_join,True,219.2351234069764,2.761047534076482,217.2655491196027,218.36485309251455,221.53959168572976
18_merge_join_pp,5,6.0,6,18_merge_join,False,28.716793405670224,0.6311507204324144,28.526779477956087,28.74251214042306,29.111672566151
20_nested_loops_np,5,6.0,6,20_nested_loops,True,218.99657525504074,5.693339358285842,215.1389293761028,215.6510957328319,224.64022907387135
20_nested_loops_pp,5,6.0,6,20_nested_loops,False,30.4612295071098,1.1461199934332558,29.561422481239365,30.471041245625432,31.15327612161828
