UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,6.0,1,10_intersect,True,220.08939892418942,6.8179031746839,214.16631822660565,222.12738757597327,225.593467609492
10_intersect_pp,4,6.0,1,10_intersect,False,39.27440628123667,1.1369478358563456,38.52423040244432,38.845633637989934,39.89454751990424
16_large_agg_fp,4,6.0,1,16_large_agg,False,12.293985796417083,0.926628725977054,11.718828528080367,12.04819612352176,12.400267031948957
16_large_agg_np,4,6.0,1,16_large_agg,True,93.7482576769757,3.574903216754782,90.67226328129976,92.80018250947596,96.73027697232423
17_left_join_np,4,6.0,1,17_left_join,True,125.83373408302207,4.449041039931811,122.09695400451922,127.32517868515068,129.56345843029118
17_left_join_pp,4,6.0,1,17_left_join,False,37.210702557819296,0.6128293749097823,36.64487091102068,37.13816797145559,37.74078565219889
18_merge_join_np,4,6.0,1,18_merge_join,True,61.83431323005699,1.272578016900204,60.740543781701575,61.81425633028229,63.05093991157268
18_merge_join_pp,4,6.0,1,18_merge_join,False,18.012460585557466,0.5798226617452809,17.702168805884554,18.17988511326933,18.541335365691623
20_nested_loops_np,4,6.0,1,20_nested_loops,True,60.412420239899994,0.891787214563521,60.10454962030053,60.20292682487538,61.0162885577584
20_nested_loops_pp,4,6.0,1,20_nested_loops,False,20.141075524696628,0.7310344358390638,19.54660145169265,19.88446656522892,20.91160981043333
