UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,5,3.0,9,10_intersect,True,1521.0869988660775,43.69083819352727,1475.843917235732,1537.255073951809,1563.9256498033376
10_intersect_pp,5,3.0,9,10_intersect,False,210.71995966682258,2.461836274555922,208.07881899192364,211.89001534245836,212.2283846169991
16_large_agg_fp,5,3.0,9,16_large_agg,False,22.69959295422619,0.5440432782352935,22.316671244234776,22.408365424021937,23.06070084497333
16_large_agg_np,5,3.0,9,16_large_agg,True,644.8389203448133,6.234262717245236,641.5738720478928,645.9164157509896,649.665757777724
17_left_join_np,5,3.0,9,17_left_join,True,942.3163532537817,12.045612453418215,933.8214717015172,940.8731820256196,951.4391234247272
17_left_join_pp,5,3.0,9,17_left_join,False,162.89092309682576,4.216899717575444,157.93770213481704,164.2250749367218,166.74762528900004
18_merge_join_np,5,3.0,9,18_merge_join,True,332.17740770183934,4.548014004921565,329.3613414867277,333.22678804025054,333.6122270169821
18_merge_join_pp,5,3.0,9,18_merge_join,False,34.78866016834756,0.8572227797143323,34.14853909601283,35.02009335220121,35.35613512530859
20_nested_loops_np,5,3.0,9,20_nested_loops,True,331.49439562148416,6.710229088116187,326.61795742225166,333.21016259118915,335.6747675810832
20_nested_loops_pp,5,3.0,9,20_nested_loops,False,39.29760009656812,0.9329614983455731,38.36759262267132,39.58360371969577,40.09627383001004
