UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,3,4.5,6,10_intersect,True,825.5509130803301,12.9576552908506,814.9046243182719,831.8505550250411,836.7529298980652
10_intersect_pp,3,4.5,6,10_intersect,False,86.51263702656186,1.7669876545725824,85.38315521925688,86.46330505240087,88.08474011202483
16_large_agg_fp,3,4.5,6,16_large_agg,False,21.098761534171317,0.5484314335316808,20.78248753216185,21.13396714233896,21.45416934415698
16_large_agg_np,3,4.5,6,16_large_agg,True,368.1153612085044,5.803403340842511,363.07647808857183,366.73900455287264,373.379803151797
17_left_join_np,3,4.5,6,17_left_join,True,529.478242727858,8.871209422638342,523.6940507902367,528.1863189662454,534.0299689399995
17_left_join_pp,3,4.5,6,17_left_join,False,102.44510537755944,0.6434780762256891,101.78749021583276,102.82576741596992,102.88116211831746
18_merge_join_np,3,4.5,6,18_merge_join,True,197.4027690798901,13.705031585121734,188.30904342606664,195.68112747488715,211.1846428190285
18_merge_join_pp,3,4.5,6,18_merge_join,False,29.969026517459774,1.2126527492991563,29.23682844598421,30.035465117067822,30.49807438138425
20_nested_loops_np,3,4.5,6,20_nested_loops,True,198.72202217172955,3.1799335597665186,195.9320796812508,199.7590840332728,201.38170312373703
20_nested_loops_pp,3,4.5,6,20_nested_loops,False,30.12719770540822,0.524490858455186,29.78392621605393,30.3111751249217,30.56624087089461
