UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,3,6.0,3,10_intersect,True,434.0226637392875,7.964975964803611,430.7413869885036,437.0778948091144,441.5288712923393
10_intersect_pp,3,6.0,3,10_intersect,False,55.24813857050138,0.8615385099047199,54.72441108897328,54.7784283139268,55.84224018277205
16_large_agg_fp,3,6.0,3,16_large_agg,False,18.28574190782015,0.8062011130422961,17.635312929259438,18.241791647607418,18.612551866402395
16_large_agg_np,3,6.0,3,16_large_agg,True,204.14618726943732,6.346193203719168,199.8474731806274,203.23762835010496,209.12579799089067
17_left_join_np,3,6.0,3,17_left_join,True,277.2609321716182,4.377636418171265,272.39030512564324,277.84553710261736,281.8666151173623
17_left_join_pp,3,6.0,3,17_left_join,False,57.21102788535494,2.22183923378222,55.47412715740613,57.72324428836685,58.76234506443143
18_merge_join_np,3,6.0,3,18_merge_join,True,102.20479273078904,4.390607521728339,98.2103290947746,103.50232270130522,105.36199817289952
18_merge_join_pp,3,6.0,3,18_merge_join,False,22.496858328557025,0.922513325556556,21.886295429950252,22.643409268801065,22.99839757133308
20_nested_loops_np,3,6.0,3,20_nested_loops,True,104.44682648362574,2.4082727511994153,102.3902046649909,104.55849693991073,105.45906716767249
20_nested_loops_pp,3,6.0,3,20_nested_loops,False,22.963939382437506,0.6175972444702623,22.44805213532877,22.91428717567932,23.149236895143986
