UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,3.0,9,10_intersect,True,1703.0915879563038,28.173797853848253,1691.023393742007,1701.17402726637,1725.1434436046115
10_intersect_pp,4,3.0,9,10_intersect,False,200.15171664435474,4.009772431970872,196.36723576832108,200.6233361983275,203.96237165816385
16_large_agg_fp,4,3.0,9,16_large_agg,False,24.058865892562388,0.7227803994465523,23.526389238615472,23.852346487634968,24.403994355376994
16_large_agg_np,4,3.0,9,16_large_agg,True,721.0704707090288,12.724571058256164,710.0774398633964,727.0866282612535,729.8812073806105
17_left_join_np,4,3.0,9,17_left_join,True,1034.0608689959272,28.630945692474306,1009.741601207746,1033.9471458420155,1044.5486124579131
17_left_join_pp,4,3.0,9,17_left_join,False,172.2898145275619,1.6449244179289322,170.8295779993407,172.16669531640315,173.13477248661067
18_merge_join_np,4,3.0,9,18_merge_join,True,367.16285470397696,6.02485051650782,362.264107832925,366.3922976963222,370.9712455357144
18_merge_join_pp,4,3.0,9,18_merge_join,False,38.98791836201217,1.6473699259921248,37.758347594176456,39.37476869237085,39.76226494872437
20_nested_loops_np,4,3.0,9,20_nested_loops,True,364.1461283832448,13.284976046774256,356.1400532475632,364.64859510213137,377.5864715093108
20_nested_loops_pp,4,3.0,9,20_nested_loops,False,38.00830820041134,1.7414424079417674,36.99355442824892,38.71299605173285,39.42772108096637
