UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,4.5,9,10_intersect,True,1746.7396078309512,66.01811900127987,1677.9881960440869,1789.0076180803528,1804.0545406723804
10_intersect_pp,4,4.5,9,10_intersect,False,202.9002107255476,4.301502853798917,198.6810156639241,201.77964001817008,205.3855706903105
16_large_agg_fp,4,4.5,9,16_large_agg,False,22.879850113561233,0.7692807757365369,22.471142896624205,23.010923977090425,23.197848152693844
16_large_agg_np,4,4.5,9,16_large_agg,True,702.2930358223771,2.270596389648099,700.9022288469273,701.641386061648,705.0909669920802
17_left_join_np,4,4.5,9,17_left_join,True,1001.7731783445195,32.85424195476968,967.4129837676142,997.8682898312292,1032.436644530492
17_left_join_pp,4,4.5,9,17_left_join,False,171.47956948227096,3.5943232713213167,168.89428789454655,171.20261465607098,174.36297742126058
18_merge_join_np,4,4.5,9,18_merge_join,True,366.21229748694157,9.683142035702405,356.44630739695344,365.3018603362143,374.346170172589
18_merge_join_pp,4,4.5,9,18_merge_join,False,35.12275161313387,1.5654070374302573,34.121064699576685,35.039010460408065,36.56882559703623
20_nested_loops_np,4,4.5,9,20_nested_loops,True,375.6167120802252,9.720842073219773,369.33863078023126,372.482526952199,381.14095864269336
20_nested_loops_pp,4,4.5,9,20_nested_loops,False,37.54717076974206,0.9189184660216745,37.05752012400119,37.87259806159507,38.11442779824369
