UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,4,3.0,1,10_intersect,True,211.14586593153197,1.2694607156093034,210.3718869201839,210.98426630258908,211.8460229746997
10_intersect_pp,4,3.0,1,10_intersect,False,36.47867219346877,0.9661460293244585,35.59058814495802,36.70647066615941,37.03051140390149
16_large_agg_fp,4,3.0,1,16_large_agg,False,15.03244621081927,1.2618186599498753,13.817617944574112,15.154572063434024,15.208504185080528
16_large_agg_np,4,3.0,1,16_large_agg,True,91.58147606564866,0.966494989884513,90.9876113048598,91.4735360518098,92.43456984311342
17_left_join_np,4,3.0,1,17_left_join,True,135.27249735246713,0.6266285645168098,134.9270618423012,134.9996087788302,135.36428815609253
17_left_join_pp,4,3.0,1,17_left_join,False,34.872225719356486,1.2083568136200415,34.126559637486935,34.891271229833364,36.14786248023923
18_merge_join_np,4,3.0,1,18_merge_join,True,59.384147866660115,0.8318871697573932,58.7516644189508,59.55222497135401,60.020738909242944
18_merge_join_pp,4,3.0,1,18_merge_join,False,20.164428460274994,0.9269829799212187,19.634654320776463,19.84796852244395,20.342098912827844
20_nested_loops_np,4,3.0,1,20_nested_loops,True,59.80346254553019,0.8477759303351695,59.00090369954705,59.65846936762596,60.51037208735943
20_nested_loops_pp,4,3.0,1,20_nested_loops,False,19.9663026278674,0.7490615264781457,19.52833579480648,20.08297071978449,20.38429595062192
