UDF,RK,PC,RD,mean,std,q1,median,q3
10_intersect_np,3,3.0,6,830.2470266804442,6.241518554597884,829.3693068400025,831.4200081215131,833.8246034644544
10_intersect_pp,3,3.0,6,101.3041260800034,15.923695284496642,86.8776656202972,93.41730365157127,117.83384214765506
10_intersect_np,3,4.5,6,825.5509130803301,12.9576552908506,814.9046243182719,831.8505550250411,836.7529298980652
10_intersect_pp,3,4.5,6,86.51263702656186,1.7669876545725824,85.38315521925688,86.46330505240087,88.08474011202483
10_intersect_np,3,6.0,6,802.1746418770656,27.420886146080765,799.3662807794587,811.1438118005532,821.4466610529122
10_intersect_pp,3,6.0,6,82.69559126173061,1.9291262139232654,80.80031140027572,82.65289723365098,84.8189208214503
10_intersect_np,4,3.0,6,1109.0107676489743,1.7994974204965473,1107.363642054096,1109.865665398538,1110.6488623479222
10_intersect_pp,4,3.0,6,92.43902500020634,2.4465247329967164,89.92086751386523,93.06928560510278,94.63628824224568
10_intersect_np,4,4.5,6,1094.1908089243825,15.110515575326621,1075.160491835925,1098.967792368135,1105.142227508712
10_intersect_pp,4,4.5,6,94.2811484491884,1.4270532827702427,92.99078360215084,94.01354518160224,95.19483053432572
10_intersect_np,4,6.0,6,1139.4111866450214,23.294990743172395,1121.2790292961456,1129.8882910593884,1147.9235140737453
10_intersect_pp,4,6.0,6,89.81015065726056,1.6615848801674378,89.14291948803411,89.94258703456116,90.22081998019874
10_intersect_np,5,3.0,6,988.4379982302156,4.277440683087165,987.148167616491,988.2383293938112,991.1193163472587
10_intersect_pp,5,3.0,6,89.1188441360263,0.4069191246327962,88.82044285339019,89.17111562564969,89.25928884372115
10_intersect_np,5,4.5,6,1030.0820721841567,20.704923583438546,1019.705405528411,1026.4436274737363,1043.901608431554
10_intersect_pp,5,4.5,6,88.57218505365606,1.4965421657818492,87.58389842595456,88.07678811603367,89.112777069211
10_intersect_np,5,6.0,6,958.5347556021801,31.14107367370581,937.5867413421752,940.69734953759,992.1025421395898
10_intersect_pp,5,6.0,6,88.48347797239701,2.083883398940993,86.79883722079742,88.12562944294541,90.20391700789332
