UDF,RK,PC,RD,type,is_np,mean,std,q1,median,q3
10_intersect_np,3,3.0,1,10_intersect,True,165.2649149115508,1.3493140086962476,164.37703594937918,164.67502138204873,165.49535557534546
10_intersect_pp,3,3.0,1,10_intersect,False,35.040184035276376,0.686117242211539,34.53592486679554,35.22616263106465,35.40967417694628
16_large_agg_fp,3,3.0,1,16_large_agg,False,13.241002607676718,1.0963957640196336,13.017358016222715,13.21278328448534,14.144712656736374
16_large_agg_np,3,3.0,1,16_large_agg,True,74.32777900358354,2.5095915326785,73.57694933881113,74.37952274292702,76.04417150441375
17_left_join_np,3,3.0,1,17_left_join,True,106.7788701803415,0.7427803141449059,106.30046399310233,106.81475621653598,107.3548220741204
17_left_join_pp,3,3.0,1,17_left_join,False,32.492320833809906,0.6901499276509212,32.07457483932376,32.721642261446,32.8905972180894
18_merge_join_np,3,3.0,1,18_merge_join,True,51.18990304606537,1.3520674263989094,50.3147495277226,50.52589662079742,52.35824881121516
18_merge_join_pp,3,3.0,1,18_merge_join,False,17.74957883491662,1.0035627932324491,17.25284191966057,17.826750954153518,18.80621035024524
20_nested_loops_np,3,3.0,1,20_nested_loops,True,50.55204584268688,1.4521405656395587,50.16247392445803,50.50412296503782,51.821896865963936
20_nested_loops_pp,3,3.0,1,20_nested_loops,False,19.348278693833475,0.6879963322121891,18.94770677032109,19.70097952336073,19.760607530420668
